,X,Y,OBJECTID,CONV_ID,NAME,CITY,STATE,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_DATE,WEBSITE,COMPLEXNM,FORMERNM,YEARCHNG,FIXED_STS,BALLROOM,EXHIBIT,LOBBY,MAIN_FLOOR,OUTDOOR,PRE_FUNCT,MEET_ROOMS
1192,-8926669.4156,2970762.1962,1193,940,JW MARRIOTT MARQUIS MIAMI,MIAMI,FL,(305) 421-8600,CONVENTION CENTER,OPEN,MIAMI-DADE,12086,USA,25.7711322636587,-80.1896357232339,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/miamj-jw-marriott-marquis-miami/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/miamj-jw-marriott-marquis-miami/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1193,-9064533.032,3299849.6056,1194,956,GRANDE LAKES ORLANDO,ORLANDO,FL,(407) 206-1100,CONVENTION CENTER,OPEN,ORANGE,12095,USA,28.4027713838303,-81.4280856605961,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.grandelakes.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.grandelakes.com/Floorplans-35.html,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1194,-12463986.9742,3986382.5711,1195,174,JW MARRIOTT PHOENIX DESERT RIDGE RESORT AND SPA,PHOENIX,AZ,(480) 293-5000,CONVENTION CENTER,OPEN,MARICOPA,4013,USA,33.6835,-111.9659,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/phxdr-jw-marriott-phoenix-desert-ridge-resort-and-spa/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/phxdr-jw-marriott-phoenix-desert-ridge-resort-and-spa/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1195,-10953915.8177,3460765.9682,1196,4350,JW MARRIOTT SAN ANTONIO HILL COUNTRY RESORT AND SPA,SAN ANTONIO,TX,(210) 276-2500,CONVENTION CENTER,OPEN,BEXAR,48029,USA,29.6666000000001,-98.4007,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/satjw-jw-marriott-san-antonio-hill-country-resort-and-spa/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/satjw-jw-marriott-san-antonio-hill-country-resort-and-spa/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,Y,N,N,Y,Y,Y
1196,-12362026.9989,3791690.8425,1197,193,JW MARRIOTT TUCSON STARR PASS RESORT AND SPA,TUCSON,AZ,(520) 792-3500,CONVENTION CENTER,OPEN,PIMA,4019,USA,32.2159494049415,-111.049977958473,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/tussp-jw-marriott-tucson-starr-pass-resort-and-spa/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/tussp-jw-marriott-tucson-starr-pass-resort-and-spa/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,Y,Y,Y
1197,-10529304.2936,4736064.2557,1198,2559,KANSAS CITY MARRIOTT DOWNTOWN,KANSAS CITY,MO,(816) 421-6800,CONVENTION CENTER,OPEN,JACKSON,29095,USA,39.100407138383,-94.5863497807678,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/mcidt-kansas-city-marriott-downtown/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/mcidt-kansas-city-marriott-downtown/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,Y,N,N,N,Y,Y
1198,-8494221.8254,4871433.6073,1199,3858,LANCASTER MARRIOTT AT PENN SQUARE,LANCASTER,PA,(717) 239-1600,CONVENTION CENTER,OPEN,LANCASTER,42071,USA,40.0377780837488,-76.3048929242548,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/lnsmc-lancaster-marriott-at-penn-square/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/lnsmc-lancaster-marriott-at-penn-square/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,Y,N,N,N,Y
1199,-9069011.7002,3308009.6405,1200,962,LOEWS ROYAL PACIFIC RESORT AT UNIVERSAL ORLANDO,ORLANDO,FL,(407) 503-3000,CONVENTION CENTER,OPEN,ORANGE,12095,USA,28.4672308077177,-81.4683182213972,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.universalorlando.com/web/en/us/places-to-stay/loews-royal-pacific-resort/index.html,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.uomeetingsandevents.com/On-Site-Hotels/Overview/Loews-Royal-Pacific-Resort/Function-Space.html,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,Y,Y,Y
1200,-13043032.7598,3856827.9146,1201,556,MANCHESTER GRAND HYATT SAN DIEGO,SAN DIEGO,CA,(619) 232-1234,CONVENTION CENTER,OPEN,SAN DIEGO,6073,USA,32.7096495928546,-117.167556793875,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.hyatt.com/en-US/hotel/california/manchester-grand-hyatt-san-diego/sanrs?src=corp_lclb_gmb_seo_nam_sanrs,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://assets.hyatt.com/content/dam/hyatt/hyattdam/documents/2018/10/15/1849/Manchester-Grand-Hyatt-San-Diego-Floor-Plans-English-100518.pdf,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,Y,Y,Y
1201,-8574361.5145,4707891.0875,1202,855,MARRIOTT MARQUIS WASHINGTON DC,WASHINGTON,DC,(202) 824-9200,CONVENTION CENTER,OPEN,DISTRICT OF COLUMBIA,11001,USA,38.9037300000001,-77.0248,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/wasco-marriott-marquis-washington-dc/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/wasco-marriott-marquis-washington-dc/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1202,-8235876.305,4976542.9919,1203,3241,MILLENNIUM PREMIER NEW YORK TIMES SQUARE,NEW YORK,NY,(212) 768-4400,CONVENTION CENTER,OPEN,NEW YORK,36061,USA,40.7568500939568,-73.9841356292773,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.millenniumhotels.com/en/new-york/millennium-broadway-hotel-new-york/?cid=gplaces-millennium-broadway-new-york-times-square,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.millenniumhotels.com/en/meetings-events/united-states/new-york/millennium-broadway-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,N,N,N,N,N,N,Y
1203,-8025174.599,5085129.672,1204,839,MOHEGAN SUN,UNCASVILLE,CT,(888) 226-7711,CONVENTION CENTER,OPEN,NEW LONDON,9011,USA,41.49163,-72.09137,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://mohegansun.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://mohegansun.com/content/dam/mohegansun/PDF/meetings/meetings_capacity.pdf,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,Y,Y,Y,N,Y,Y,Y,Y
1204,-10026278.5674,3497508.0108,1205,1979,NEW ORLEANS MARRIOTT,NEW ORLEANS,LA,(504) 581-1000,CONVENTION CENTER,OPEN,ORLEANS,22071,USA,29.9529855979586,-90.0675927989791,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/msyla-new-orleans-marriott/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/msyla-new-orleans-marriott/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1205,-8235389.6848,4977382.7277,1206,3240,NEW YORK HILTON MIDTOWN,NEW YORK,NY,(212) 586-7000,CONVENTION CENTER,OPEN,NEW YORK,36061,USA,40.7625639322584,-73.9797642454471,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www3.hilton.com/en/hotels/new-york/new-york-hilton-midtown-NYCNHHH/index.html?SEO_id=GMB-HI-NYCNHHH,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www3.hilton.com/en/hotels/new-york/new-york-hilton-midtown-NYCNHHH/event/index.html,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1206,-8236053.6355,4976779.1229,1207,3242,NEW YORK MARRIOTT MARQUIS,NEW YORK,NY,(212) 398-1900,CONVENTION CENTER,OPEN,NEW YORK,36061,USA,40.7584568565131,-73.9857286161697,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/nycmq-new-york-marriott-marquis/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/nycmq-new-york-marriott-marquis/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1207,-8236583.1873,4975475.4306,1208,3247,NEW YORK'S HOTEL PENNSYLVANIA,NEW YORK,NY,(212) 736-5000,CONVENTION CENTER,OPEN,NEW YORK,36061,USA,40.7495853474075,-73.9904856605962,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.hotelpenn.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.hotelpenn.com/meetings/event-space/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,Y,N,N,N,N,Y
1208,-13331423.1782,4798352.6812,1209,3165,NUGGET CASINO RESORT,SPARKS,NV,(775) 356-3300,CONVENTION CENTER,OPEN,WASHOE,32031,USA,39.5333,-119.758212,561920,CONVENTION AND TRADE SHOW ORGANIZERS,http://www.nuggetcasinoresort.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,http://www.nuggetcasinoresort.com/floor-plans-en.html,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1209,-9394809.9451,3996496.8963,1210,1037,OMNI ATLANTA HOTEL AT CNN CENTER,ATLANTA,GA,(404) 659-0000,CONVENTION CENTER,OPEN,FULTON,13121,USA,33.7590713838304,-84.3950136503884,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.omnihotels.com/hotels/atlanta-cnn-center?utm_source=GMBlisting&utm_medium=organic,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.omnihotels.com/hotels/atlanta-cnn-center/meetings/floor-plans,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,Y,N,N,Y,Y
1210,-10776182.3171,3865458.9597,1211,4224,OMNI DALLAS HOTEL,DALLAS,TX,(214) 744-6664,CONVENTION CENTER,OPEN,DALLAS,48113,USA,32.7748643707228,-96.8040927989791,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.omnihotels.com/hotels/dallas?utm_source=GMBlisting&utm_medium=organic,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.omnihotels.com/hotels/dallas/meetings/floor-plans,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1211,-9659785.388,4322242.9458,1212,4105,OMNI NASHVILLE HOTEL,NASHVILLE,TN,(615) 782-5300,CONVENTION CENTER,OPEN,DAVIDSON,47037,USA,36.1569786474887,-86.7753285535321,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.omnihotels.com/hotels/nashville?utm_source=GMBlisting&utm_medium=organic,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.omnihotels.com/hotels/nashville/meetings/floor-plans,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1212,-8577598.465,4710593.8072,1213,851,OMNI SHOREHAM HOTEL,WASHINGTON,DC,(202) 234-0700,CONVENTION CENTER,OPEN,DISTRICT OF COLUMBIA,11001,USA,38.9226214151491,-77.0538780211111,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.omnihotels.com/hotels/washington-dc-shoreham?utm_source=GMBlisting&utm_medium=organic,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.omnihotels.com/hotels/washington-dc-shoreham/meetings/floor-plans,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,Y,N,N,N,Y,Y
1213,-9073417.9236,3294526.3907,1214,966,ORLANDO WORLD CENTER MARRIOTT,ORLANDO,FL,(407) 239-4200,CONVENTION CENTER,OPEN,ORANGE,12095,USA,28.3607000000001,-81.5078999999999,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/mcowc-orlando-world-center-marriott/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/mcowc-orlando-world-center-marriott/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1214,-9754602.5554,5143117.053,1215,1458,PALMER HOUSE A HILTON HOTEL,CHICAGO,IL,(312) 726-7500,CONVENTION CENTER,OPEN,COOK,17031,USA,41.8806428302983,-87.6270856605962,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www3.hilton.com/en/hotels/illinois/palmer-house-a-hilton-hotel-CHIPHHH/index.html?SEO_id=GMB-HI-CHIPHHH,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www3.hilton.com/resources/media/hi/CHIPHHH/en_US/pdf/CHIPH.Floorplans.May10.pdf,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,Y,N,N,N,N,Y
1215,-12820690.1188,4316105.3751,1216,3129,PARIS LAS VEGAS,LAS VEGAS,NV,(702) 946-7000,CONVENTION CENTER,OPEN,CLARK,32003,USA,36.1124500313189,-115.170218866721,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.caesars.com/paris-las-vegas?utm_campaign=GMB&utm_source=google&utm_medium=local&utm_term=Paris%20Las%20Vegas&utm_content=hotel,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://drive.google.com/file/d/1oanTvYXSvEfyiPjyrFSLihiaJlzs9ith/view,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1216,-13336341.0506,4793042.5395,1217,3158,PEPPERMILL RENO,RENO,NV,(775) 826-2121,CONVENTION CENTER,OPEN,WASHOE,32031,USA,39.4965,-119.80239,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.peppermillreno.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://iplan.meetingmatrix.com/Apps/Explorer/INRNOPM/en/imperial/default?start=true,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1217,-8366866.7375,4859022.3669,1218,3886,PHILADELPHIA MARRIOTT DOWNTOWN,PHILADELPHIA,PA,(215) 625-2900,CONVENTION CENTER,OPEN,PHILADELPHIA,42101,USA,39.9523640575339,-75.1608427050225,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/phldt-philadelphia-marriott-downtown/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/phldt-philadelphia-marriott-downtown/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1218,-12838943.3019,4322176.9532,1219,3112,RED ROCK CASINO RESORT,LAS VEGAS,NV,(702) 797-7777,CONVENTION CENTER,OPEN,CLARK,32003,USA,36.1565000000001,-115.33419,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://redrock.sclv.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://redrock.sclv.com/Meetings/Meeting-Space,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1219,-9608285.813,3813084.645,1220,67,RENAISSANCE MONTGOMERY HOTEL AND SPA AT THE CONVENTION CENTER,MONTGOMERY,AL,(334) 481-5000,CONVENTION CENTER,OPEN,MONTGOMERY,1101,USA,32.3784000000001,-86.3127,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/mgmbr-renaissance-montgomery-hotel-and-spa-at-the-convention-center/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/mgmbr-renaissance-montgomery-hotel-and-spa-at-the-convention-center/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,Y,Y,Y,N,N,N,Y,Y
1220,-9069033.4901,3300987.7299,1221,964,RENAISSANCE ORLANDO AT SEAWORLD,ORLANDO,FL,(407) 351-5555,CONVENTION CENTER,OPEN,ORANGE,12095,USA,28.4117642454473,-81.4685139635772,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/mcosr-renaissance-orlando-at-seaworld/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/mcosr-renaissance-orlando-at-seaworld/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,Y,N,N,Y,Y
1221,-9068550.864,3302468.579,1222,969,ROSEN CENTRE HOTEL,ORLANDO,FL,(407) 996-9840,CONVENTION CENTER,OPEN,ORANGE,12095,USA,28.4234639948962,-81.4641784595752,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.rosencentre.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.rosencentre.com/meeting-and-events/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1222,-9065243.8596,3302765.1885,1223,971,ROSEN SHINGLE CREEK,ORLANDO,FL,(866) 996-6338,CONVENTION CENTER,OPEN,ORANGE,12095,USA,28.4258072636587,-81.434471133279,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.rosenshinglecreek.com/,2019/01/11 00:00:00+00,2019/01/17 00:00:00+00,https://www.rosenshinglecreek.com/meetings-and-events/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,Y,Y,Y
1223,-9164792.8861,3277646.1056,1224,1025,SADDLEBROOK RESORT,WESLEY CHAPEL,FL,(813) 973-1111,CONVENTION CENTER,OPEN,PASCO,12101,USA,28.2271784595754,-82.3287352534506,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.saddlebrook.com/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.saddlebrook.com/meetings-gallery/meeting-space-diagram-capacity-chart/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1224,-7908316.3125,5213435.4968,1225,2002,SEAPORT HOTEL,BOSTON,MA,(617) 385-4000,CONVENTION CENTER,OPEN,SUFFOLK,25025,USA,42.3492212898735,-71.0416141514905,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.seaportboston.com/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.seaportboston.com/meetings-events/capacity-chart.aspx,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,Y,Y,N,N,Y,Y
1225,-9393461.4597,3996487.3382,1226,1040,SHERATON ATLANTA HOTEL,ATLANTA,GA,(404) 659-6500,CONVENTION CENTER,OPEN,FULTON,13121,USA,33.7590000000001,-84.3829,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/atlxs-sheraton-atlanta-hotel/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/atlxs-sheraton-atlanta-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1226,-7913025.8728,5213038.4674,1227,2005,SHERATON BOSTON HOTEL,BOSTON,MA,(617) 236-2000,CONVENTION CENTER,OPEN,SUFFOLK,25025,USA,42.3465853474077,-71.0839208514092,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/bosbo-sheraton-boston-hotel/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/bosbo-sheraton-boston-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1227,-10775131.8988,3866797.1767,1228,4223,SHERATON DALLAS,DALLAS,TX,(214) 922-8000,CONVENTION CENTER,OPEN,DALLAS,48113,USA,32.784971446468,-96.7946567312376,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/daldh-sheraton-dallas-hotel/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/daldh-sheraton-dallas-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1228,-11687411.0745,4828520.9487,1229,737,SHERATON DENVER DOWNTOWN HOTEL,DENVER,CO,(303) 893-3333,CONVENTION CENTER,OPEN,DENVER,8031,USA,39.7420000000001,-104.9898,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/dends-sheraton-denver-downtown-hotel/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/dends-sheraton-denver-downtown-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1229,-12466866.1688,3930724.3469,1230,141,SHERATON GRAND AT WILD HORSE PASS,CHANDLER,AZ,(602) 225-0100,CONVENTION CENTER,OPEN,MARICOPA,4013,USA,33.2664497181302,-111.991764245447,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/phxwp-sheraton-grand-at-wild-horse-pass/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/phxwp-sheraton-grand-at-wild-horse-pass/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,Y,N,Y
1230,-9753757.2941,5144367.7059,1231,1464,SHERATON GRAND CHICAGO,CHICAGO,IL,(312) 464-1000,CONVENTION CENTER,OPEN,COOK,17031,USA,41.8890070131074,-87.6194925484281,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/chigs-sheraton-grand-chicago/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/chigs-sheraton-grand-chicago/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1231,-12475630.9929,3955454.2382,1232,171,SHERATON GRAND PHOENIX,PHOENIX,AZ,(602) 262-2500,CONVENTION CENTER,OPEN,MARICOPA,4013,USA,33.452,-112.0705,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/phxgp-sheraton-grand-phoenix/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/phxgp-sheraton-grand-phoenix/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1232,-9585534.2157,4853625.149,1233,1730,SHERATON INDIANAPOLIS HOTEL AT KEYSTONE CROSSING,INDIANAPOLIS,IN,(317) 846-2700,CONVENTION CENTER,OPEN,MARION,18097,USA,39.9151871383831,-86.1083189242547,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/indsi-sheraton-indianapolis-hotel-at-keystone-crossing/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/indsi-sheraton-indianapolis-hotel-at-keystone-crossing/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,N,Y
1233,-9649474.0246,4320508.8237,1234,4116,SHERATON MUSIC CITY HOTEL,NASHVILLE,TN,(615) 885-2200,CONVENTION CENTER,OPEN,DAVIDSON,47037,USA,36.1444000000001,-86.6827,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/bnasi-sheraton-music-city-hotel/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/bnasi-sheraton-music-city-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,Y,N,N,Y,Y
1234,-8235565.1075,4977333.4183,1235,3252,SHERATON NEW YORK TIMES SQUARE,NEW YORK,NY,(212) 581-1000,CONVENTION CENTER,OPEN,NEW YORK,36061,USA,40.7622284282566,-73.9813400939566,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/nycst-sheraton-new-york-times-square-hotel/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/nycst-sheraton-new-york-times-square-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
1235,-8364936.1564,4858156.3279,1236,3884,SHERATON PHILADELPHIA SOCIETY HILL HOTEL,PHILADELPHIA,PA,(215) 238-6000,CONVENTION CENTER,OPEN,PHILADELPHIA,42101,USA,39.9464000000001,-75.1435,561920,CONVENTION AND TRADE SHOW ORGANIZERS,https://www.marriott.com/hotels/travel/phlsi-sheraton-philadelphia-society-hill-hotel/,2019/01/11 00:00:00+00,2019/01/22 00:00:00+00,https://www.marriott.com/hotels/event-planning/business-meeting/phlsi-sheraton-philadelphia-society-hill-hotel/,NOT APPLICABLE,NOT AVAILABLE,NOT AVAILABLE,N,Y,N,N,N,N,Y,Y
