,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_DATE,NAME2,geometry
661,669,1179.0,WARREN MCGUIRK ALUMNI STADIUM,300 STADIUM DRIVE,HADLEY,MA,01003,NOT AVAILABLE,SINGLE USE,OPEN,17000.0,HAMPSHIRE,25015,USA,42.37739000000005,-72.53602499999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://umassathletics.com/sports/2016/7/1/school-bio-facilities-html.aspx#mcguirk,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8074673.3672 5217679.347900003)
662,670,1180.0,JIM WACKER FIELD AT BOBCAT STADIUM,1100 AQUARENA SPRINGS DRIVE,SAN MARCOS,TX,78666,NOT AVAILABLE,SINGLE USE,OPEN,30000.0,HAYS,65600,USA,29.891061446000037,-97.92554151799999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://txstatebobcats.com/sports/2010/7/29/FB_0729105705.aspx?tab=jimwackerfieldatbobcatstadium,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10901021.4174 3489554.4799000025)
663,671,1181.0,ALAMODOME,100 MONTANA STREET,SAN ANTONIO,TX,78203,NOT AVAILABLE,SINGLE USE,OPEN,65000.0,BEXAR,48029,USA,29.41690221400006,-98.47898242799994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.alamodome.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10962630.1777 3428816.1130999997)
664,672,1182.0,KIDD BREWER STADIUM,270 STADIUM DRIVE,BOONE,NC,28607,NOT AVAILABLE,SINGLE USE,OPEN,30000.0,WATAUGA,37189,USA,36.211605949000045,-81.68554871599997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://appstatesports.com/news/2015/8/1/204989181.aspx,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9093193.6882 4329777.224799998)
665,673,1183.0,FOREMAN FIELD AT S. B. BALLARD STADIUM,5115 HAMPTON BOULEVARD,NORFOLK,VA,23529,NOT AVAILABLE,SINGLE USE,OPEN,20118.0,NORFOLK,51710,USA,36.88891917800004,-76.30488910299994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.odusports.com/ViewArticle.dbml?ATCLID=208427122,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8494221.4 4423634.842500001)
666,674,1184.0,PAULSON STADIUM,207 LANIER DRIVE,STATESBORO,GA,30458,NOT AVAILABLE,SINGLE USE,OPEN,25000.0,BULLOCH,13031,USA,32.41216600000007,-81.78314499999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gseagles.com/sports/2013/7/23/FB_0723131314.aspx?id=16,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9104058.0569 3817536.2537999973)
667,675,1185.0,JERRY RICHARDSON STADIUM,8701 PHILLIPS RD,CHARLOTTE,NC,28262,NOT AVAILABLE,SINGLE USE,OPEN,15314.0,MECKLENBURG,37119,USA,35.310511000000076,-80.74012499999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://charlotte49ers.com/sports/2016/7/25/welcome-to-jerry-richardson-stadium.aspx?id=1666,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8987949.6016 4206158.822899997)
668,676,1186.0,SAPUTO STADIUM,4750 RUE SHERBROOKE EST,MONTREAL,QC,H1V 1A1,NOT AVAILABLE,SINGLE USE,OPEN,20801.0,MONTREAL,2466025,CAN,45.56309305100007,-73.55265341099994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.impactmontreal.com/fr/stadium/stade-saputo,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8187843.9242 5710608.888700001)
669,677,1187.0,CAMPING WORLD STADIUM,1 CITRUS BOWL PLACE,ORLANDO,FL,32801,NOT AVAILABLE,OTHER,OPEN,65438.0,ORANGE,12095,USA,28.53904164100004,-81.40277138399995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.campingworldstadium.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9061715.0596 3317106.167800002)
670,678,1188.0,GRAND PRIX OF HOUSTON,1 RELIANT PARK,HOUSTON,TX,77054,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,HARRIS,48201,USA,29.682600000000036,-95.40799999999996,711212,RACETRACKS,http://www.grandprixofhouston.com/,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-10620769.9776 3462815.930399999)
671,679,1189.0,DELTA DOWNS,2717 DELTA DOWNS DRIVE,VINTON,LA,70668,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,CALCASIEU,22019,USA,30.193150170000024,-93.62314738399994,711212,RACETRACKS,https://www.deltadowns.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10422081.0933 3528401.7365999967)
672,680,1190.0,TAMPA BAY DOWNS,11225 RACE TRACK ROAD,TAMPA,FL,33626,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,HILLSBOROUGH,12057,USA,28.051460000000077,-82.64599999999996,711212,RACETRACKS,http://www.tampabaydowns.com,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9200110.6361 3255463.2688000016)
673,681,1191.0,SUNLAND PARK,1200 FUTURITY DRIVE,SUNLAND PARK,NM,88063,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,DOÑA ANA,35013,USA,31.80705000000006,-106.55899999999997,711212,RACETRACKS,http://www.sunland-park.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-11862093.6194 3738009.5050000027)
674,682,1192.0,TURFWAY PARK,7500 TURFWAY ROAD,FLORENCE,KY,41042,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,BOONE,21015,USA,39.02450200000004,-84.63476999999995,711212,RACETRACKS,http://www.turfway.com/home,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9421499.4998 4725181.881800003)
675,683,1193.0,LOS ALAMITOS,KATELLA AVENUE,CYPRESS,CA,90720,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,ORANGE,06059,USA,33.80875000000003,-118.04369999999994,711212,RACETRACKS,http://www.losalamitos.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-13140564.5754 4003150.641999997)
676,684,1194.0,BARCLAYS CENTER,620 ATLANTIC AVENUE,BROOKLYN,NY,11217,NOT AVAILABLE,MULTIUSE,OPEN,17732.0,KINGS,36047,USA,40.682573251000065,-73.97523033899995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.barclayscenter.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8234884.9727 4965633.434900001)
677,685,1195.0,LAKEFRONT ARENA,6801 FRANKLIN AVENUE,NEW ORLEANS,LA,70122,NOT AVAILABLE,SINGLE USE,OPEN,8933.0,ORLEANS,22071,USA,30.030099937000045,-90.05064245399996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://arena.uno.edu/default.aspx,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10024391.6636 3507419.496799998)
678,686,1196.0,MOODY COLISEUM (ACU),1600 CAMPUS COURT,ABILENE,TX,79601,NOT AVAILABLE,SINGLE USE,OPEN,4600.0,TAYLOR,48441,USA,32.47038855400007,-99.70921921399997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://acusports.com/sports/2009/6/29/moody_coliseum.aspx,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-11099579.5103 3825216.0565000027)
679,687,1197.0,GCU ARENA,3300 WEST CAMELBACK ROAD,PHOENIX,AZ,85017,NOT AVAILABLE,SINGLE USE,OPEN,7000.0,MARICOPA,04013,USA,33.51024270500005,-112.12894226699996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.gcuarena.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-12482136.7564 3963227.6471000016)
680,688,1198.0,MCDERMOTT CENTER,4300 BROADWAY,SAN ANTONIO,TX,78209,NOT AVAILABLE,SINGLE USE,OPEN,2000.0,BEXAR,48029,USA,29.468076205000045,-98.46933086999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uiwcardinals.com/sports/2009/7/2/GEN_0702095708.aspx?tab=facilities,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10961555.7712 3435357.614)
681,689,1199.0,COSTELLO ATHLETIC CENTER,VFW HIGHWAY,LOWELL,MA,01854,NOT AVAILABLE,SINGLE USE,OPEN,2000.0,MIDDLESEX,25017,USA,42.65549968700003,-71.32414871599997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goriverhawks.com/sports/2014/7/18/general_0718141622.aspx?id=178,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-7939767.916300001 5259681.5286)
682,690,1200.0,BAXTER ARENA,2425 SOUTH 67TH STREET,OMAHA,NE,68106,NOT AVAILABLE,SINGLE USE,OPEN,7898.0,DOUGLAS,31055,USA,41.23616500000003,-96.01302099999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://omavs.com/index.aspx?path=baxterarena,2016-02-08,2018-10-03,NOT AVAILABLE,POINT (-10688120.6072 5047238.602899998)
683,691,1201.0,BB&T ARENA,500 NUNN DRIVE,HIGHLAND HEIGHTS,KY,41099,NOT AVAILABLE,SINGLE USE,OPEN,9400.0,CAMPBELL,21037,USA,39.03193469400003,-84.45909715399995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.thebbtarena.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9401943.688 4726246.976300001)
684,692,1202.0,BBVA COMPASS STADIUM,2200 TEXAS AVENUE,HOUSTON,TX,77003,NOT AVAILABLE,SINGLE USE,OPEN,22039.0,HARRIS,48201,USA,29.75232500000004,-95.35205999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.bbvacompassstadium.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10614542.7653 3471753.094300002)
685,693,176.0,MCLANE STADIUM,SOUTH MARTIN LUTHER KING JR BLVD,WACO,TX,76704,NOT AVAILABLE,SINGLE USE,OPEN,45140.0,MCLENNAN,48309,USA,31.558178000000055,-97.11567699999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.mclanestadium.com/,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-10810867.7117 3705453.3329000026)
686,694,1203.0,YULMAN STADIUM,BEN WEINER DRIVE,NEW ORLEANS,LA,70118,NOT AVAILABLE,SINGLE USE,OPEN,30000.0,ORLEANS,22071,USA,29.944600000000037,-90.11599999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://tulanegreenwave.com/facilities/?id=30,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10031667.2323 3496430.6758999974)
687,695,403.0,TDECU STADIUM,3874 HOLMAN STREET,HOUSTON,TX,77004,NOT AVAILABLE,SINGLE USE,OPEN,40000.0,HARRIS,48201,USA,29.722000000000037,-95.34919999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://uhcougars.com/sports/2018/6/12/TDECU-Stadium-Info-html.aspx,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-10614224.3915 3467865.3540999964)
688,696,1204.0,SILVERADO RESORT AND SPA,1600 ATLAS PEAK ROAD,NAPA,CA,94558,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,NAPA,06055,USA,38.34873745900006,-122.26426432899996,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.silveradoresort.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-13610395.647300001 4628808.5352)
689,697,1205.0,COUNTRY CLUB OF JACKSON,345 SAINT ANDREWS DRIVE,JACKSON,MS,39211,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,HINDS,28049,USA,32.396917838000036,-90.09864301299996,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.ccjackson.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-10029735.0614 3815525.775399998)
690,698,1206.0,TOURNAMENT PLAYERS CLUB HARDING PARK,99 HARDING ROAD,SAN FRANCISCO,CA,94132,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SAN FRANCISCO,06075,USA,37.724701449000065,-122.49371982399998,713910,GOLF COURSES AND COUNTRY CLUBS,https://tpc.com/hardingpark/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-13635938.5162 4540608.0264)
691,699,1207.0,CHAMBERS BAY,6320 GRANDVIEW DRIVE WEST,UNIVERSITY PLACE,WA,98467,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,PIERCE,53053,USA,47.200409689000026,-122.57068934699998,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.chambersbaygolf.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-13644506.7243 5974847.605700001)
692,700,1208.0,ROBERT TRENT JONES GOLF TRAIL,3000 ROBERT TRENT JONES TRAIL,OPELIKA,AL,36801,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,LEE,01081,USA,32.67846797900006,-85.42487308599993,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.rtjgolf.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9509453.373 3852703.3205000013)
693,701,1209.0,GLEN ABBEY GOLF COURSE,1333 DORVAL DRIVE,OAKVILLE,ON,L6M 3Z4,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,HALTON,3524001,CAN,43.45272083800006,-79.71374808999997,713910,GOLF COURSES AND COUNTRY CLUBS,https://glenabbey.clublink.ca/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8873693.8466 5381136.420400001)
694,702,1210.0,ROBERT TRENT JONES GOLF COURSE,1 TURTLE POINT DRIVE,GAINESVILLE,VA,20155,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,PRINCE WILLIAM,51153,USA,38.77587039300005,-77.63963063299997,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.rtjgc.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8642804.1474 4689617.589900002)
695,703,1211.0,WHISTLING STRAITS,N8501 COUNTY ROAD LS,KOHLER,WI,53083,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SHEBOYGAN,55117,USA,43.85091887500005,-87.73514465299996,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.americanclubresort.com/golf/whistling-straits,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9766631.6274 5442400.446099997)
696,704,1212.0,PLAINFIELD COUNTRY CLUB,1591 WOODLAND AVENUE,PLAINFIELD,NJ,08820,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MIDDLESEX,34023,USA,40.59443773500004,-74.39008493099993,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.plainfieldcc.com/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-8281066.374600001 4952704.1171)
697,705,1213.0,CONWAY FARMS,425 CONWAY FARMS DRIVE,CHICAGO,IL,60045,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,LAKE,17097,USA,42.23173041200005,-87.89219974299994,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.conwayfarmsgolfclub.org/,2015-01-30,2018-10-03,NOT AVAILABLE,POINT (-9784114.9201 5195754.989500001)
698,706,78.0,LEVI'S STADIUM,4900 MARIE P. DEBARTOLO WAY,SANTA CLARA,CA,95054,NOT AVAILABLE,SINGLE USE,OPEN,68500.0,SANTA CLARA,06085,USA,37.40300000000008,-121.96999999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.levisstadium.com/,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-13577638.292100001 4495429.6501)
699,707,1214.0,NOLA MOTORSPORTS PARK,11075 NICOLLE BLVD,AVONDALE,LA,70094,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,JEFFERSON,22051,USA,29.884690000000035,-90.20181299999996,711212,RACETRACKS,https://nolamotor.com/,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-10041219.8918 3488736.4126999974)
700,708,1215.0,ISLEWORTH GOLF & COUNTRY CLUB,6100 PAYNE STEWART DRIVE,WINDERMERE,FL,34786,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,ORANGE,12095,USA,28.477646680000078,-81.52747441799994,713910,GOLF COURSES AND COUNTRY CLUBS,https://isleworth.com/,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-9075596.9379 3309328.671500001)
701,709,1216.0,TIBURON GOLF CLUB,2620 TIBURON DRIVE,NAPLES,FL,34109,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,COLLIER,12021,USA,26.247805166000035,-81.76480760899994,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.tiburonnaples.com/,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-9102016.7478 3029805.1871000007)
702,710,1217.0,RHODE ISLAND COUNTRY CLUB,150 NAYATT ROAD,BARRINGTON,RI,02806,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,BRISTOL,44001,USA,41.728360061000046,-71.32966693499998,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.ricc.org/Club/Scripts/Home/home.asp,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-7940382.2017 5120375.5506)
703,711,1218.0,CANTERBURY PARK,1100 CANTERBURY ROAD,SHAKOPEE,MN,55379,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SCOTT,27139,USA,44.789769584000055,-93.48014669599996,711212,RACETRACKS,http://www.canterburypark.com/,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-10406162.3295 5588485.506800003)
704,712,1219.0,FINGER LAKES,5857 STATE ROUTE 96,FARMINGTON,NY,14425,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,ONTARIO,36069,USA,42.96924024100008,-77.34177637899995,711212,RACETRACKS,https://www.fingerlakesgaming.com/,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-8609647.1636 5307291.069300003)
705,713,1220.0,KENTUCKY DOWNS,5629 NASHVILLE ROAD,FRANKLIN,KY,42134,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SIMPSON,21213,USA,36.64310365600005,-86.56462922499998,711212,RACETRACKS,http://www.kentuckydowns.com/racing,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-9636330.446 4389476.1087)
706,714,1221.0,SUFFOLK DOWNS,525 WILLIAM F MCCLELLAN HIGHWAY,BOSTON,MA,02128,NOT AVAILABLE,OTHER,CLOSED,-999.0,SUFFOLK,25025,USA,42.39428674700008,-70.99737828899998,711212,RACETRACKS,http://suffolkdowns.com/,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-7903391.9988 5220225.897100002)
707,715,1222.0,INDIANA GRAND RACE COURSE,4300 NORTH MICHIGAN ROAD,SHELBYVILLE,IN,46176,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SHELBY,18145,USA,39.59006351700003,-85.82164116099995,711212,RACETRACKS,https://indianagrand.com/,2015-01-30,2018-10-05,NOT AVAILABLE,POINT (-9553621.3931 4806549.028099999)
708,716,37.0,HIALEAH PARK RACE TRACK,2200 EAST 4TH AVENUE,HIALEAH,FL,33010,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MIAMI-DADE,12086,USA,25.845541745000048,-80.27856424399994,711212,RACETRACKS,http://hialeahparkcasino.com,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-8936568.8933 2979963.1697000004)
709,717,36.0,FAIRMOUNT PARK RACETRACK,9301 COLLINSVILLE ROAD,COLLINSVILLE,IL,62234,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MADISON,17119,USA,38.66305600000004,-90.03555999999998,711212,RACETRACKS,http://www.fairmountpark.com/,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-10022712.6925 4673521.516900003)
710,718,1223.0,BROOKS STADIUM,540 UNIVERSITY BLVD.,CONWAY,SC,29526,NOT AVAILABLE,SINGLE USE,OPEN,15000.0,HORRY,45051,USA,33.79289780500005,-79.01750911599999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goccusports.com/sports/2018/5/24/facilities-brooks-stadium-html.aspx,2016-02-05,2018-10-05,NOT AVAILABLE,POINT (-8796188.8785 4001027.046099998)
711,719,1224.0,U.S. BANK STADIUM,900 S 5TH ST.,MINNEAPOLIS,MN,55415,NOT AVAILABLE,SINGLE USE,OPEN,66200.0,HENNEPIN,27053,USA,44.97353300000003,-93.25740499999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.usbankstadium.com/,2016-02-08,2018-10-05,NOT AVAILABLE,POINT (-10381366.8373 5617355.760700002)
712,720,1225.0,CARNESECCA ARENA,8000 UTOPIA PKWY,JAMAICA,NY,11439,NOT AVAILABLE,SINGLE USE,OPEN,5602.0,QUEENS,36081,USA,40.72417801300003,-73.79451883999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://redstormsports.com/sports/2018/6/12/facilities-carnesecca-arena-html.aspx,2016-02-11,2018-10-05,NOT AVAILABLE,POINT (-8214768.260600001 4971742.7161)
713,722,1227.0,AUSTIN COUNTRY CLUB,4408 LONG CHAMP DR,AUSTIN,TX,78746,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,TRAVIS,48453,USA,30.34274400000004,-97.79734999999994,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.austincountryclub.com/club/scripts/section/section.asp?NS=HOMEPAGE,2016-02-11,2018-10-05,NOT AVAILABLE,POINT (-10886751.2029 3547682.907899998)
714,723,1228.0,OAKMONT COUNTRY CLUB,1233 HULTON RD,OAKMONT,PA,15139,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,ALLEGHENY,42003,USA,40.526084000000026,-79.82689699999997,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.oakmont-countryclub.org/,2016-02-11,2018-10-05,NOT AVAILABLE,POINT (-8886289.5256 4942688.480800003)
715,724,1229.0,BALTUSROL GOLF CLUB,201 SHUNPIKE RD,SPRINGFIELD,NJ,07081,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,UNION,34039,USA,40.70490300000006,-74.32791499999996,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.baltusrol.org/,2016-02-11,2018-10-05,NOT AVAILABLE,POINT (-8274145.649499999 4968911.881200001)
716,725,1230.0,BETHPAGE BLACK COURSE,99 QUAKER MEETING HOUSE RD,FARMINGDALE,NY,11735,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,NASSAU,36059,USA,40.74232797600007,-73.45512973899997,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.parks.ny.gov/golf/11/details.aspx,2016-02-11,2018-10-05,NOT AVAILABLE,POINT (-8176987.638699999 4974409.069600001)
717,726,1231.0,CROOKED STICK GOLF COURSE,1964 BURNING TREE LN,CARMEL,IN,46032,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,HAMILTON,18057,USA,39.94786000000005,-86.19409999999993,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.crookedstick.org/,2016-02-11,2018-10-08,NOT AVAILABLE,POINT (-9595083.3214 4858368.327100001)
718,727,1232.0,HAZELTINE NATIONAL GOLF CLUB,1900 HAZELTINE BLVD,CHASKA,MN,55318,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,CARVER,27019,USA,44.833522490000064,-93.59068556499994,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.hazeltinenational.com/,2016-02-11,2018-10-08,NOT AVAILABLE,POINT (-10418467.4601 5595350.9745000005)
719,728,1233.0,COCA-COLA FIELD,1 JAMES D GRIFFIN PLAZA,BUFFALO,NY,14203,NOT AVAILABLE,SINGLE USE,OPEN,18025.0,ERIE,36029,USA,42.88100900000006,-78.87401599999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t422&ymd=20100224&content_id=8132200&vkey=team1,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8780215.2979 5293877.705600001)
720,729,1234.0,BB&T BALLPARK,324 S MINT ST,CHARLOTTE,NC,28202,NOT AVAILABLE,SINGLE USE,OPEN,10200.0,MECKLENBURG,37119,USA,35.22837400000003,-80.84939499999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://bbtballparkcharlotte.com/,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-9000113.4823 4194959.730300002)
721,730,1235.0,HUNTINGTON PARK,330 HUNTINGTON PARK LN,COLUMBUS,OH,43215,NOT AVAILABLE,SINGLE USE,OPEN,10100.0,FRANKLIN,39049,USA,39.96906100000007,-83.01165899999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://huntingtonparkcolumbus.com/,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-9240815.6098 4861447.326399997)
722,731,1236.0,DURHAM BULLS ATHLETIC PARK,409 BLACKWELL ST,DURHAM,NC,27701,NOT AVAILABLE,SINGLE USE,OPEN,10000.0,DURHAM,37063,USA,35.99178000000006,-78.90383999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20110817&content_id=23336674&sid=t234&vkey=team2,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8783535.2904 4299490.371699996)
723,732,1237.0,COOLRAY FIELD,2500 BUFORD DR NE,LAWRENCEVILLE,GA,30043,NOT AVAILABLE,SINGLE USE,OPEN,10000.0,GWINNETT,13135,USA,34.04084960900008,-83.99298586599997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20151015&content_id=154548818&fext=.jsp&sid=t431&vkey=,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-9350056.4168 4034288.4504000023)
724,733,1238.0,VICTORY FIELD,501 W MARYLAND ST,INDIANAPOLIS,IN,46225,NOT AVAILABLE,SINGLE USE,OPEN,12230.0,MARION,18097,USA,39.76480000000004,-86.16849999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.milb.com/indianapolis/ballpark/victory-field,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-9592233.5424 4831822.2905)
